VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnOver,SaletoPurchaseRatio
1485,CASTLE BRANDS CORP.,8508,Celtic Honey Liqueur,16.05,750,21.99,14,224.7,8497.59,30,659.7,461.79,23.64,435,65.93906321,2.142857143,2.935914553
9165,ULTRA BEVERAGE COMPANY LLP,44278,Scala Dei Negre Priorat,6.07,750,18.99,37,224.59,68054.7,42,787.58,445.76,4.66,562.99,71.48353183,1.135135135,3.506745625
653,STATE WINE & SPIRITS,19656,Manifesto! Chard No Cst,5.91,750,8.99,38,224.58,8014.98,506,4548.94,1780.02,56.44,4324.36,95.06302567,13.31578947,20.25532104
4425,MARTIGNETTI COMPANIES,25467,Schug Cab Svgn,17.23,750,24.99,13,223.99,144929.24,181,4523.19,3073.77,20.01,4299.2,95.04796394,13.92307692,20.19371401
4425,MARTIGNETTI COMPANIES,20407,Riondo Blu Prosecco,9.33,750,13.99,24,223.92,144929.24,187,2704.13,1697.83,20.74,2480.21,91.71933302,7.791666667,12.0763219
90024,VINILANDIA USA,24447,TC Le Charmel Pnt Nr France,9.33,750,13.99,24,223.92,2802.64,3,41.97,41.97,0.33,-181.95,-433.5239457,0.125,0.187433012
90011,FORTUNE WINE BROKERS LLC,15672,Chatom Vyds Cuvee Red CA,9.33,750,13.99,24,223.92,238.61,1,14.99,14.99,0.11,-208.93,-1393.795864,0.041666667,0.066943551
4425,MARTIGNETTI COMPANIES,21216,Il Poggione Monalcino Rsv 07,74.49,750,110.99,3,223.47,144929.24,23,2552.77,1220.89,2.57,2329.3,91.24597986,7.666666667,11.42332304
9744,FREDERICK WILDMAN & SONS,24393,Ch Fuisse Pouilly Fuisse Les,37.23,750,53.99,6,223.38,3999.93,15,809.85,593.89,1.66,586.47,72.41711428,2.5,3.625436476
4950,LATITUDE BEVERAGE COMPANY,19818,Ninety+Cellars Lot 90 Rosso,18.61,750,26.99,12,223.32,1610,17,458.83,269.9,1.89,235.51,51.3283787,1.416666667,2.054585348
9552,M S WALKER INC,21272,Comoloco Monastrell Jumilla,6.2,750,8.99,36,223.2,55551.82,30,269.7,170.81,3.31,46.5,17.24137931,0.833333333,1.208333333
10754,PERFECTA WINES,16527,Vinyes Domenech Furvus,22.29,750,45.99,10,222.9,28720.52,21,692.79,362.89,2.34,469.89,67.82574806,2.1,3.10807537
4950,LATITUDE BEVERAGE COMPANY,26567,Ninety+Cellars Lot 130 Chard,9.26,750,13.99,24,222.24,1610,2,27.98,27.98,0.22,-194.26,-694.2816297,0.083333333,0.125899928
1392,CONSTELLATION BRANDS INC,21293,Clos du Bois Chard,4.63,375,6.99,48,222.24,79528.99,20,139.8,83.88,1.14,-82.44,-58.96995708,0.416666667,0.629049676
1650,Circa Wines,46904,Banyan Gewurz Monterey,9.26,750,13.99,24,222.24,211.97,4,55.96,55.96,0.44,-166.28,-297.1408149,0.166666667,0.251799856
9552,M S WALKER INC,18851,Atalon Pauline's Cuvee Red N,13.07,750,28.99,17,222.19,55551.82,118,2358.82,1219.39,13.13,2136.63,90.58045972,6.941176471,10.61622935
4425,MARTIGNETTI COMPANIES,40454,Yellow Tail Cab/Merlot Ausl,5.29,1500,14.99,42,222.18,144929.24,100,939,379.6,22.4,716.82,76.33865815,2.380952381,4.226302998
4425,MARTIGNETTI COMPANIES,20702,Sanford La Riconda Pnt Nr,24.67,750,58.99,9,222.03,144929.24,20,759.8,379.9,2.22,537.77,70.77783627,2.222222222,3.422060082
2000,SOUTHERN WINE & SPIRITS NE,13132,F Coppola Rosso & Bianc Shir,5.84,750,8.99,38,221.92,19016.59,32,354.68,288.74,3.53,132.76,37.43092365,0.842105263,1.598233598
7153,PINE STATE TRADING CO,14190,Ch Haut Branda Brdx Rouge,6.16,750,8.99,36,221.76,15884.82,27,298.73,43.96,3.03,76.97,25.76574164,0.75,1.347086941
10754,PERFECTA WINES,14474,Brownstone Moscato,6.16,750,8.99,36,221.76,28720.52,13,116.87,17.98,1.46,-104.89,-89.74929409,0.361111111,0.527011183
2000,SOUTHERN WINE & SPIRITS NE,24970,Hayes Ranch Red Blend,6.16,750,8.99,36,221.76,19016.59,30,269.7,107.88,3.36,47.94,17.7753059,0.833333333,1.216179654
9552,M S WALKER INC,15082,Project Paso Cab Svgn,6.16,750,8.99,36,221.76,55551.82,17,203.83,95.92,1.9,-17.93,-8.796546141,0.472222222,0.919146825
1590,DIAGEO CHATEAU ESTATE WINES,19760,Rose'N'Blum Red Moscato,7.38,750,10.99,30,221.4,7259.75,35,136.65,61.9,3.93,-84.75,-62.01975851,1.166666667,0.617208672
2000,SOUTHERN WINE & SPIRITS NE,19236,Tasca D'Almerita Lamuri Nero,11.64,750,18.99,19,221.16,19016.59,36,459.64,224.83,4.01,238.48,51.8840832,1.894736842,2.078314343
4692,KOBRAND CORPORATION,23175,Taittinger Rose Cuve Presti,36.84,750,55.99,6,221.04,9139.38,0,0,0,0,-221.04,#NAME?,0,0
90027,POVERTY LANE ORCHARDS,21103,Farnum Hill Dooryard Still,7.89,750,11.99,28,220.92,229.88,115,1378.85,779.35,12.79,1157.93,83.97795264,4.107142857,6.241399602
90027,POVERTY LANE ORCHARDS,43919,Farnum Hill X-Dry StillCider,7.89,750,11.99,28,220.92,229.88,52,623.48,431.64,5.75,402.56,64.56662603,1.857142857,2.822198081
2000,SOUTHERN WINE & SPIRITS NE,16046,Entwine Chard,9.2,750,13.99,24,220.8,19016.59,2,27.98,27.98,0.22,-192.82,-689.1350965,0.083333333,0.126721014
9819,TREASURY WINE ESTATES,21475,Ch St Jean Cinq Cep Cab Svgn,55.17,750,79.99,4,220.68,14836.57,17,1359.83,1039.87,1.88,1139.15,83.77150085,4.25,6.161999275
8004,SAZERAC CO INC,1079,Weller Antique -Hanover Chop,18.39,750,22.99,12,220.68,50293.62,12,275.88,45.98,9.45,55.2,20.00869943,1,1.250135943
653,STATE WINE & SPIRITS,2809,Full Throttle Blackberry,14.7,750,19.99,15,220.5,8014.98,91,1819.09,739.63,71.71,1598.59,87.87855466,6.066666667,8.24984127
653,STATE WINE & SPIRITS,2004,The Scarlet Ibis,22.05,750,29.99,10,220.5,8014.98,6,179.94,179.94,4.74,-40.56,-22.54084695,0.6,0.816054422
7153,PINE STATE TRADING CO,7032,Twenty 2 Coffee Vodka,18.37,375,24.99,12,220.44,15884.82,12,299.88,24.99,4.72,79.44,26.49059624,1,1.360370169
7255,PSP WINES,20401,I Lauri Trebbiano d'Abruzzo,6.12,750,8.99,36,220.32,648.71,36,371.64,30.97,4.05,151.32,40.71682273,1,1.686819172
3252,E & J GALLO WINERY,19377,The Naked Grape Pnt Nr,12.24,3000,17.99,18,220.32,61966.91,10,159.9,143.91,4.5,-60.42,-37.78611632,0.555555556,0.725762527
90047,CRUSH WINES,15976,Hillinger Secco Sparkling,11.58,750,17.49,19,220.02,1457.73,19,332.31,52.47,2.13,112.29,33.79073756,1,1.510362694
10754,PERFECTA WINES,21833,Frey Vyds Organic Blanc,8.78,750,12.99,25,219.5,28720.52,26,337.74,207.84,2.89,118.24,35.00917866,1.04,1.538678815
2000,SOUTHERN WINE & SPIRITS NE,16321,Atlas Peak Cab Svgn,16.88,750,25.99,13,219.44,19016.59,16,559.84,209.94,1.79,340.4,60.8030866,1.230769231,2.551221291
9165,ULTRA BEVERAGE COMPANY LLP,22223,Auspicion Cabernet Sauvignon,9.14,750,13.99,24,219.36,68054.7,3,41.97,41.97,0.33,-177.39,-422.6590422,0.125,0.191329322
4425,MARTIGNETTI COMPANIES,27758,J Lohr S Ridge Ps Rbls Syrah,9.14,750,13.99,24,219.36,144929.24,22,307.78,223.84,2.44,88.42,28.72831243,0.916666667,1.403081692
1650,Circa Wines,20124,Bagordi Cosecha Rioja,9.14,750,13.99,24,219.36,211.97,2,27.98,27.98,0.22,-191.38,-683.9885633,0.083333333,0.127552881
3252,E & J GALLO WINERY,14419,Livingston Cellars Pinot Nr,5.22,1500,7.99,42,219.24,61966.91,27,215.73,111.86,6.05,-3.51,-1.627033792,0.642857143,0.983990148
8673,STE MICHELLE WINE ESTATES,43393,Red Diamond Shiraz Wash,5.91,750,11.99,37,218.67,15919.7,51,527.49,173.83,5.72,308.82,58.54518569,1.378378378,2.412265057
3960,DIAGEO NORTH AMERICA INC,914,Smirnoff Orange Vodka,11.5,1000,14.49,19,218.5,257032.07,37,536.13,405.72,38.85,317.63,59.24495924,1.947368421,2.453684211
90047,CRUSH WINES,24430,Eden Ice Sprklng Cider Semi,5.74,375,9.49,38,218.12,1457.73,31,297.49,239.65,1.8,79.37,26.6798884,0.815789474,1.363882267
90047,CRUSH WINES,22831,Grady Family Vyds Znfdl,9.08,750,14.99,24,217.92,1457.73,36,503.64,41.97,4.05,285.72,56.73099833,1.5,2.311123348
7153,PINE STATE TRADING CO,45446,Coastal Vines Cab Svgn Cal,4.54,750,6.99,48,217.92,15884.82,41,286.59,20.97,4.61,68.67,23.96105935,0.854166667,1.315115639
10754,PERFECTA WINES,21449,Chateau d'Issan Margaux,36.23,750,69.99,6,217.38,28720.52,20,1079.8,593.89,2.22,862.42,79.86849417,3.333333333,4.967338302
516,BANFI PRODUCTS CORP,22404,La Pettegola Vermentino,12.07,750,17.99,18,217.26,8510.41,15,269.85,143.92,1.68,52.59,19.48860478,0.833333333,1.242060204
653,STATE WINE & SPIRITS,46117,Tozai Snow Maiden Junmai Ngr,6.03,300,8.99,36,217.08,8014.98,36,323.64,17.98,1.62,106.56,32.92547275,1,1.490878939
1392,CONSTELLATION BRANDS INC,7770,J Roget Spumante,7.23,1500,10.99,30,216.9,79528.99,16,175.84,120.89,3.57,-41.06,-23.35077343,0.533333333,0.810696173
2000,SOUTHERN WINE & SPIRITS NE,17266,The Divining Rod Chard,9.03,750,15.99,24,216.72,19016.59,17,239.83,211.85,1.87,23.11,9.635992161,0.708333333,1.10663529
90011,FORTUNE WINE BROKERS LLC,13179,Cinquante-Cinq Viogn Lang Wh,9.03,750,13.99,24,216.72,238.61,24,323.76,26.98,2.7,107.04,33.06152706,1,1.493909192
17035,PERNOD RICARD USA,21690,Kenwood Chard 12,5.55,750,8.49,39,216.45,123780.22,240,2037.6,551.85,26.89,1821.15,89.37720848,6.153846154,9.413721414
7153,PINE STATE TRADING CO,21586,Celani Family Chard,30.91,750,46.99,7,216.37,15884.82,13,610.87,563.88,1.43,394.5,64.58002521,1.857142857,2.823265702
8004,SAZERAC CO INC,8930,Pueblo Viejo Blanco Tequila,12.02,1000,15.99,18,216.36,50293.62,2,31.98,31.98,2.1,-184.38,-576.5478424,0.111111111,0.147809207
1392,CONSTELLATION BRANDS INC,8207,Richards Wild Irish White,3.09,750,3.99,70,216.3,79528.99,49,195.51,19.95,38.59,-20.79,-10.63372718,0.7,0.903883495
1128,BROWN-FORMAN CORP,1260,Old Forester Birthday 2016,71.99,750,89.99,3,215.97,68601.68,3,269.97,269.97,2.37,54,20.00222247,1,1.250034727
9165,ULTRA BEVERAGE COMPANY LLP,17747,Penner-Ash Viognier,17.99,750,27.99,12,215.88,68054.7,9,251.91,195.93,0.99,36.03,14.30272716,0.75,1.166898277
7239,REMY COINTREAU USA INC,2739,Bruichladdich Rocks Sngl Mlt,35.96,750,49.99,6,215.76,16978.67,18,899.82,549.89,14.18,684.06,76.02187104,3,4.170467186
3252,E & J GALLO WINERY,43541,Carlo Rossi RSV Cab Svgn Cal,5.26,1500,7.99,41,215.66,61966.91,38,303.62,127.84,8.5,87.96,28.97042356,0.926829268,1.407864231
2000,SOUTHERN WINE & SPIRITS NE,34628,Banrock Station Merlot Ausl,5.99,750,8.99,36,215.64,19016.59,13,116.87,98.89,1.43,-98.77,-84.51270643,0.361111111,0.541968095
7153,PINE STATE TRADING CO,21587,Celani Family Cab Svgn,53.79,750,77.99,4,215.16,15884.82,4,311.96,155.98,0.44,96.8,31.02961918,1,1.449897751
7153,PINE STATE TRADING CO,25367,Alexander Vly Vyds Merlot,26.89,1500,38.99,8,215.12,15884.82,3,116.97,77.98,0.67,-98.15,-83.91040438,0.375,0.543743027
653,STATE WINE & SPIRITS,24776,Amayna Chard,17.92,750,25.99,12,215.04,8014.98,2,51.98,51.98,0.22,-163.06,-313.697576,0.166666667,0.24172247
3951,HIGHLAND WINE MERCHANTS LLC,26750,Baron de Seillac Brut Rose,8.96,750,12.99,24,215.04,29.43,24,311.76,25.98,2.7,96.72,31.02386451,1,1.449776786
4425,MARTIGNETTI COMPANIES,15091,Double T Trefethen Red,17.92,750,25.99,12,215.04,144929.24,12,311.88,25.99,1.35,96.84,31.050404,1,1.450334821
10754,PERFECTA WINES,20176,Dom Bousquet Malbec Gr Rsv,17.92,750,25.99,12,215.04,28720.52,12,311.88,25.99,1.35,96.84,31.050404,1,1.450334821
660,SAZERAC NORTH AMERICA INC.,510,Barton Vodka,7.14,1750,9.99,30,214.2,17932.33,34,339.66,89.91,62.48,125.46,36.93693694,1.133333333,1.585714286
3960,DIAGEO NORTH AMERICA INC,530,Smirnoff Fluffed Marshmallow,11.27,1000,14.99,19,214.13,257032.07,37,554.63,404.73,38.85,340.5,61.39227954,1.947368421,2.590155513
6785,PALM BAY INTERNATIONAL INC,5658,OR-G Liqueur,13.38,750,16.99,16,214.08,13605.41,13,280.87,142.93,10.24,66.79,23.77968455,0.8125,1.311986173
9552,M S WALKER INC,20639,Antigal Uno Cab Mendza,9.73,750,14.99,22,214.06,55551.82,48,782.52,527.68,5.31,568.46,72.64478863,2.181818182,3.655610576
9552,M S WALKER INC,1626,Balcones Baby Blue Corn Whis,35.65,750,45.99,6,213.9,55551.82,6,275.94,229.95,4.73,62.04,22.48314851,1,1.290042076
7153,PINE STATE TRADING CO,15660,Chickadee Chard,8.9,750,12.99,24,213.6,15884.82,11,142.89,129.9,1.21,-70.71,-49.48561831,0.458333333,0.668960674
2000,SOUTHERN WINE & SPIRITS NE,22763,Los Dos Moscato & Chard,3.56,750,5.49,60,213.6,19016.59,15,159.85,127.88,1.65,-53.75,-33.62527369,0.25,0.748361423
2242,DELICATO VINEYARDS INC,22451,Bota Brick Chard,6.66,1500,11.99,32,213.12,7982.65,26,269.74,259.75,5.73,56.62,20.99058352,0.8125,1.265671922
9165,ULTRA BEVERAGE COMPANY LLP,20428,Fattoria Poggio Red 10,35.52,750,53.99,6,213.12,68054.7,27,1457.73,1025.81,2.98,1244.61,85.38000864,4.5,6.839949324
6785,PALM BAY INTERNATIONAL INC,35577,Laboure-Roi Pouilly Fuisse,6.66,750,16.99,32,213.12,13605.41,64,639.36,19.98,7.2,426.24,66.66666667,2,3
7153,PINE STATE TRADING CO,23832,Manon Rose de Provence,5.91,375,8.99,36,212.76,15884.82,36,323.64,8.99,2.02,110.88,34.26028921,1,1.521150592
1590,DIAGEO CHATEAU ESTATE WINES,7830,Blossom Hill Wh Znfdl,7.09,1500,10.99,30,212.7,7259.75,24,263.76,76.93,5.38,51.06,19.35850773,0.8,1.240056417
90011,FORTUNE WINE BROKERS LLC,43128,Cristobal Pie Palo Viognier,7.09,750,11.99,30,212.7,238.61,30,359.7,11.99,3.37,147,40.86738949,1,1.691114245
1128,BROWN-FORMAN CORP,1032,Woodford Rsv MC Classic Malt,70.86,750,89.99,3,212.58,68601.68,8,789.92,489.95,6.3,577.34,73.08841402,2.666666667,3.715871672
480,BACARDI USA INC,1047,Angels Envy Hanover Chop,35.38,750,45.99,6,212.28,89286.27,6,275.94,137.97,4.73,63.66,23.07023266,1,1.299886942
7153,PINE STATE TRADING CO,25365,Alexander Vly Vyds Sin Znfdl,26.52,1500,38.99,8,212.16,15884.82,2,77.98,38.99,0.45,-134.18,-172.0697615,0.25,0.36755279
3664,WILLIAM GRANT & SONS INC,2812,Hudson Manhattan Rye,30.3,375,39.99,7,212.1,30234.42,56,2494.44,2279.49,21.87,2282.34,91.49708953,8,11.76067893
9165,ULTRA BEVERAGE COMPANY LLP,25351,Cusumano Merlot,9.58,750,13.99,22,210.76,68054.7,22,307.78,139.9,2.44,97.02,31.52251608,1,1.460334029
7153,PINE STATE TRADING CO,24571,Oko Organic Prosecco,8.78,750,12.99,24,210.72,15884.82,3,38.97,38.97,0.33,-171.75,-440.7236336,0.125,0.184937358
7153,PINE STATE TRADING CO,16663,Astoria Prosecco 08,8.78,750,12.99,24,210.72,15884.82,0,0,0,0,-210.72,#NAME?,0,0
10754,PERFECTA WINES,25020,Ch de Pierreux Brouilly Rsv,17.56,750,25.99,12,210.72,28720.52,66,1681.34,1267.5,7.3,1470.62,87.46713931,5.5,7.979024298
7153,PINE STATE TRADING CO,42211,Parker Stn Snt Barbra Pnt Nr,8.78,750,12.99,24,210.72,15884.82,2,23.98,23.98,0.22,-186.74,-778.7322769,0.083333333,0.113800304
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,42.1,750,63.99,5,210.5,19016.59,16,1023.84,639.9,1.77,813.34,79.4401469,3.2,4.863847981
9165,ULTRA BEVERAGE COMPANY LLP,16947,Altadonna Nero D'Avola,7.48,750,13.99,28,209.44,68054.7,114,1594.86,1063.24,12.62,1385.42,86.86781285,4.071428571,7.614877769
10754,PERFECTA WINES,26316,Fish House Svgn Bl,8.72,750,12.99,24,209.28,28720.52,24,287.76,23.98,2.7,78.48,27.27272727,1,1.375
9815,WINE GROUP INC,18450,Concannon Crimson & Clover,8.72,750,12.99,24,209.28,27100.41,24,311.76,12.99,2.7,102.48,32.87143957,1,1.489678899
5612,MILTONS DISTRIBUTING CO,17637,Laurent Reverdy Sancerre,8.7,750,13.49,24,208.8,9.46,24,323.76,26.98,2.7,114.96,35.50778354,1,1.550574713
9815,WINE GROUP INC,6829,Almaden Moscato Rhine,5.8,1500,8.99,36,208.8,27100.41,29,260.71,80.91,6.5,51.91,19.91101224,0.805555556,1.248611111
1392,CONSTELLATION BRANDS INC,19484,Thorny Rose Pnt Grigio,5.8,750,8.99,36,208.8,79528.99,11,108.89,99.9,1.21,-99.91,-91.75314538,0.305555556,0.521503831
516,BANFI PRODUCTS CORP,43819,Little Black Dress Chard,5.8,750,8.99,36,208.8,8510.41,15,136.85,64.93,1.67,-71.95,-52.57581293,0.416666667,0.655411877
9165,ULTRA BEVERAGE COMPANY LLP,19553,Insomnia Pnt Grigio,5.8,750,8.99,36,208.8,68054.7,26,233.74,161.82,2.88,24.94,10.66997519,0.722222222,1.119444444
8892,TRINCHERO FAMILY ESTATES,39653,Sutter Home Pnt Grigio Cal,2.48,750,5.99,84,208.32,11595.97,87,521.13,209.65,9.71,312.81,60.02532957,1.035714286,2.501584101
8320,SHAW ROSS INT L IMP LTD,35407,Blue Nun Rsl,6.12,750,8.99,34,208.08,3151.92,9,80.91,71.92,0.99,-127.17,-157.1746385,0.264705882,0.38884083
8892,TRINCHERO FAMILY ESTATES,20457,Duck Commander Miss Priss,5.78,750,8.49,36,208.08,11595.97,17,144.33,118.86,1.88,-63.75,-44.16961131,0.472222222,0.693627451
4425,MARTIGNETTI COMPANIES,23841,Fantini Sangiovese,9.45,750,13.99,22,207.9,144929.24,10,139.9,13.99,1.12,-68,-48.60614725,0.454545455,0.672919673
9819,TREASURY WINE ESTATES,12273,Beringer Classic Moscato,8.66,1500,12.99,24,207.84,14836.57,16,207.84,103.92,3.57,-2.84E-14,-1.37E-14,0.666666667,1
7255,PSP WINES,21334,Ilauri Prosecco Extra Dry,8.66,750,12.99,24,207.84,648.71,10,135.9,109.92,1.1,-71.94,-52.93598234,0.416666667,0.65386836
6785,PALM BAY INTERNATIONAL INC,13329,Cinzano Prosecco,8.66,750,12.99,24,207.84,13605.41,1,12.99,12.99,0.11,-194.85,-1500,0.041666667,0.0625
7153,PINE STATE TRADING CO,18830,Salvatore Principe Rose Mosc,8.66,750,12.99,24,207.84,15884.82,3,38.97,25.98,0.33,-168.87,-433.3333333,0.125,0.1875
9165,ULTRA BEVERAGE COMPANY LLP,2427,13th Colony Sthrn Corn Whsky,15.93,750,29.99,13,207.09,68054.7,18,359.82,134.95,14.18,152.73,42.44622311,1.384615385,1.737505432
9165,ULTRA BEVERAGE COMPANY LLP,3355,Truuli Peak Vodka,18.79,750,24.99,11,206.69,68054.7,107,2636.43,2144.13,84.41,2429.74,92.16023183,9.727272727,12.75547922
8735,SURVILLE ENTERPRISES CORP,22664,B & G Sancerre Svgn Bl,17.21,750,27.99,12,206.52,263.32,9,243.91,103.96,1.01,37.39,15.32942479,0.75,1.18104784
9552,M S WALKER INC,39346,Salmon Creek Wh Znfdl Cal,3.44,750,4.99,60,206.4,55551.82,45,224.55,29.94,5.06,18.15,8.082832331,0.75,1.087936047
3252,E & J GALLO WINERY,8718,Gallo Twin Vly Svgn Bl Cal,3.44,750,4.99,60,206.4,61966.91,44,219.56,49.9,4.93,13.16,5.993805793,0.733333333,1.06375969
9552,M S WALKER INC,43317,Salmon Creek Pnt Grigio Cal,3.44,750,4.99,60,206.4,55551.82,40,199.6,74.85,4.46,-6.8,-3.406813627,0.666666667,0.967054264
653,STATE WINE & SPIRITS,41418,Tentaka Kuni Hawk Heavens J,8.6,300,12.99,24,206.4,8014.98,36,467.64,38.97,1.62,261.24,55.86348473,1.5,2.265697674
90011,FORTUNE WINE BROKERS LLC,40753,Briggs Lockhart Chard,8.6,750,12.99,24,206.4,238.61,25,324.75,38.97,2.81,118.35,36.44341801,1.041666667,1.573401163
90011,FORTUNE WINE BROKERS LLC,25793,Girasole Chard,8.6,750,12.99,24,206.4,238.61,24,335.76,13.99,2.7,129.36,38.52751966,1,1.626744186
7153,PINE STATE TRADING CO,20528,Sileni Pnt Nr,8.6,750,12.99,24,206.4,15884.82,6,82.94,56.96,0.67,-123.46,-148.8545937,0.25,0.401841085
516,BANFI PRODUCTS CORP,37924,Five Rivers Chard,8.6,750,12.99,24,206.4,8510.41,2,25.98,25.98,0.22,-180.42,-694.4572748,0.083333333,0.125872093
8004,SAZERAC CO INC,2977,Concannon Irish Whiskey,17.18,750,21.99,12,206.16,50293.62,12,263.88,21.99,9.45,57.72,21.8735789,1,1.279976717
2000,SOUTHERN WINE & SPIRITS NE,19842,Ch Les Flefs de LaGrange 10,29.41,750,44.99,7,205.87,19016.59,11,494.89,269.94,1.23,289.02,58.40085676,1.571428571,2.403895662
1128,BROWN-FORMAN CORP,1088,El Jimador Anejo Tequila,17.14,750,23.99,12,205.68,68601.68,4,95.96,23.99,3.15,-109.72,-114.339308,0.333333333,0.466549981
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,9.33,750,13.99,22,205.26,8014.98,944,13206.56,8240.11,104.76,13001.3,98.4457724,42.90909091,64.34064114
7153,PINE STATE TRADING CO,20626,Les Dauphins Cotes du Rhone,2.7,750,11.99,76,205.2,15884.82,85,486.15,105.87,9.54,280.95,57.79080531,1.118421053,2.369152047
4425,MARTIGNETTI COMPANIES,26845,Stillman St Chard,8.55,750,12.99,24,205.2,144929.24,11,142.89,129.9,1.21,-62.31,-43.6069704,0.458333333,0.696345029
8673,STE MICHELLE WINE ESTATES,41648,Saint M Pflaz,8.55,750,12.99,24,205.2,15919.7,24,287.76,23.98,2.7,82.56,28.69057548,1,1.402339181
90047,CRUSH WINES,13539,Solar De Randez Rioja,8.55,750,13.99,24,205.2,1457.73,3,41.97,41.97,0.33,-163.23,-388.9206576,0.125,0.204532164
7153,PINE STATE TRADING CO,41354,Tomasello Cranberry Wine NJ,8.55,500,12.49,24,205.2,15884.82,4,49.96,37.47,0.31,-155.24,-310.7285829,0.166666667,0.243469786
4425,MARTIGNETTI COMPANIES,22702,Peter Michael Danseuse Pnt N,68.24,750,100.99,3,204.72,144929.24,27,2771.73,938.91,3.02,2567.01,92.6139992,9,13.53912661
7255,PSP WINES,23508,Vino.e Falanghina Beneventno,8.9,750,12.99,23,204.7,648.71,43,558.57,155.88,4.82,353.87,63.35284745,1.869565217,2.728724963
90047,CRUSH WINES,23491,True Myth Chard Keg,204.6,20000,346.99,1,204.6,1457.73,1,310.99,310.99,3,106.39,34.21010322,1,1.519990225
4425,MARTIGNETTI COMPANIES,22352,Terlato Fmly Vyd Angels Peak,22.72,750,34.99,9,204.48,144929.24,33,1154.67,699.8,3.65,950.19,82.29104419,3.666666667,5.646860329
17037,Dunn Wine Brokers,44325,R Young Est Cab Svgn Alexndr,34.08,750,52.49,6,204.48,358.03,4,209.96,209.96,0.44,5.48,2.610020956,0.666666667,1.026799687
7153,PINE STATE TRADING CO,6532,LeCompte Calvados 12 Yr Old,51.09,750,69.99,4,204.36,15884.82,15,1049.85,559.92,11.82,845.49,80.53436205,3.75,5.13725778
10754,PERFECTA WINES,42971,Kesselstatt Piesp G Kab Rsl,9.73,750,14.99,21,204.33,28720.52,21,314.79,59.96,2.36,110.46,35.09006004,1,1.540596095
17035,PERNOD RICARD USA,7321,Malibu Cosmo Light RTD,12.77,1750,16.99,16,204.32,123780.22,41,610.59,344.27,75.35,406.27,66.53728361,2.5625,2.988400548
17035,PERNOD RICARD USA,15768,Sandeman Vau Vintage Porto,17,750,24.99,12,204,123780.22,5,168.95,135.96,0.55,-35.05,-20.74578278,0.416666667,0.828186275
7749,R.P.IMPORTS INC,19590,Haut-Carles Fronsac 10,33.99,750,50.99,6,203.94,91.5,13,662.87,407.92,1.45,458.93,69.23378641,2.166666667,3.250318721
4425,MARTIGNETTI COMPANIES,10370,Bouvier Marsannay Rose,16.99,750,25.99,12,203.88,144929.24,21,545.79,233.91,2.34,341.91,62.64497334,1.75,2.677015892
10754,PERFECTA WINES,20515,Lions de Suduiraut Sauternes,12.74,375,18.99,16,203.84,28720.52,108,2050.92,1329.3,6.24,1847.08,90.06104577,6.75,10.06142072
7153,PINE STATE TRADING CO,22743,Austerity Pnt Nr,8.49,750,12.99,24,203.76,15884.82,4,55.96,41.97,0.44,-147.8,-264.1172266,0.166666667,0.274636828
7153,PINE STATE TRADING CO,43681,2 Up McLaren Vale Shiraz,8.49,750,12.99,24,203.76,15884.82,0,0,0,0,-203.76,#NAME?,0,0
7153,PINE STATE TRADING CO,21039,Temptation Znfdl,8.49,750,12.99,24,203.76,15884.82,30,441.72,57.63,3.39,237.96,53.87123064,1.25,2.167844523
9815,WINE GROUP INC,22408,Three Wishes Merlot,2.19,750,3.29,93,203.67,27100.41,75,246.75,65.8,8.4,43.08,17.45896657,0.806451613,1.211518633
1590,DIAGEO CHATEAU ESTATE WINES,12269,Snap Dragon Chard,5.8,750,8.99,35,203,7259.75,14,125.86,62.93,1.55,-77.14,-61.29032258,0.4,0.62
9552,M S WALKER INC,4399,Screech Honey Rum,10.15,750,12.99,20,203,55551.82,100,1337,1229.08,78.93,1134,84.81675393,5,6.586206897
10000,MAJESTIC FINE WINES,25499,KJ Est Cab Hawkeye Mtn,33.78,750,49.99,6,202.68,17587.59,6,299.94,49.99,0.68,97.26,32.4264853,1,1.479869745
6785,PALM BAY INTERNATIONAL INC,12515,Jean Luc Columbo Syrah VDP,8.44,750,12.99,24,202.56,13605.41,3,38.97,38.97,0.33,-163.59,-419.7844496,0.125,0.192387441
7153,PINE STATE TRADING CO,22849,XO Pnt Nr,8.44,750,12.99,24,202.56,15884.82,12,155.88,155.88,1.32,-46.68,-29.94611239,0.5,0.769549763
10754,PERFECTA WINES,23185,Lee Family Farm Albarino Mon,8.78,750,17.99,23,201.94,28720.52,73,1313.27,791.56,8.09,1111.33,84.62311634,3.173913043,6.503268298
90017,THE IMPORTED GRAPE LLC,45577,Pacifico Sur Chard Curico,2.8,750,5.29,72,201.6,80.03,69,503.01,87.48,7.75,301.41,59.92127393,0.958333333,2.495089286
